ID pregunta,Historia inglés,Pregunta inglés,Respuesta inglés,Historia español,
015c560294bfc03f1b262e3a031d66817087fb8f.1,"Washington (CNN) -- The Federal Aviation Administration Wednesday proposed a ${2.9 million} fine against American Eagle Airlines for allegedly conducting more than 1,100 flights using planes with landing-gear doors that had not been repaired as prescribed by the FAA.",How much is the fine FAA proposed ?,2.9 million,"Washington (CNN) - La Administración Federal de Aviación propuso el miércoles una multa de {2,9 millones} de dólares contra American Eagle Airlines por supuestamente realizar más de 1.100 vuelos utilizando aviones con puertas de atraque que no habían sido reparados según lo prescrito por la FAA.",
5981f88ec96d42e3a461d6bf2e0f5151bd1c5e73.7,"After meeting with the families, {Calderon and local political and civic leaders} presented a variety of ideas, critiques and proposals on how to stabilize a city that saw more than 2,500 killings last year and more than 230 so far this year.",who presents plan to stabilize the city in the wake of killings,Calderon and local political and civic leaders,"Después de reunirse con las familias, {Calderón y los líderes políticos y cívicos locales} presentaron una variedad de ideas, críticas y propuestas sobre cómo estabilizar una ciudad que sufrió más de 2.500 asesinatos el año pasado y más de 230 en lo que va del año.",
8344960457778ea0a4fdbba33e7eebb69aa979bf.2,"The safety board, completing a 14-month investigation, faulted operator Ter'rese Edmonds for {ignoring a red signal along the tracks} but directed harsh criticism at the Massachusetts Bay Transportation Authority which operates the train system.",What was the transportation board criticized for ?,ignoring a red signal along the tracks,"La junta de seguridad, completando una investigación de 14 meses, culpó al operador Ter'rese Edmonds por {ignorar una señal roja a lo largo de las vías} pero dirigió duras críticas a la Autoridad de Transporte de Massachusetts Bay que opera el sistema de trenes.",
a1abb9ce1c76a6c390233d8ec934cfb34bc35215.8,"BELGRADE, Serbia (CNN) -- The U.S. Embassy in Belgrade is evacuating {all nonessential personnel} following Thursday's attack on the building by a crowd of protesters, a spokesman for the embassy told CNN Friday.",what is the embassy evacuating ?,all nonessential personnel,"BELGRADE, Serbia (CNN) -- La Embajada de EE.UU. en Belgrado está evacuando a {todo el personal no esencial} después del ataque del jueves contra el edificio por una multitud de manifestantes, dijo un portavoz de la embajada a CNN el viernes.",
506a3a349a436636a8ac7c3eddb29b1b3e776d34.9,"(CNN) -- Hoboken, New Jersey, {Mayor Peter Cammarano III} -- one of dozens of politicians and rabbis arrested last week in a corruption scandal -- has resigned, the city attorney said Friday.",Who stepped down ?,Mayor Peter Cammarano III,"(CNN) -- Hoboken, Nueva Jersey, el {alcalde Peter Cammarano III} -- uno de los docenas de políticos y rabinos arrestados la semana pasada en un escándalo de corrupción -- ha renunciado, dijo el fiscal de la ciudad el viernes.",
ee893a5e348206eaca5f610550415024e333623b.3,"Earlier this year, a U.S. State Department representative called it ""an absolute moral obligation"" to rid a battlefield of unexploded ordnance after battle, but the insists {cluster munitions are an important part of its defense strategy that can be regulated post-conflict}.",What does the US insist ?,cluster munitions are an important part of its defense strategy that can be regulated post-conflict,"A principios de este año, un representante del Departamento de Estado de Estados Unidos dijo que era ""una obligación moral absoluta"" librar a un campo de batalla de artefactos explosivos sin detonar después de la batalla, pero insiste en que {las municiones en racimo son una parte importante de su estrategia de defensa que puede regularse después del conflicto}.",
8c838abc5efa4f7cf0dfdf6b6a550031f56def81.7,"SEATTLE, Washington (CNN) -- An {accident involving de-icing solution} being sprayed on an Alaska Airlines plane in snow-covered Seattle sent seven people to a hospital Wednesday, airport and hospital officials said.",What delays Christmas Eve flights ?,accident involving de-icing solution,"SEATTLE, Washington (CNN) - Un {accidente en el que se roció una solución de deshielo} en un avión de Alaska Airlines en Seattle cubierto de nieve envió a siete personas a un hospital el miércoles, dijeron funcionarios del aeropuerto y del hospital.",Queda en el medio «que se roció»
a70c25aa0866d9bfbe14252e68dbdcb0227de9ed.3,"WASHINGTON (CNN) -- A birthday ""cake"" made of {ice, beets, apples and pears}? It might not sound appetizing, but it was a special treat Thursday for Tai Shan, the Smithsonian National Zoo's giant panda.",What is the cake made of,"ice , beets , apples and pears","WASHINGTON (CNN) -- ¿Un ""cake"" de cumpleaños hecho de {hielo, remolacha, manzanas y peras}? Puede que no suene apetitoso, pero fue un regalo especial el jueves para Tai Shan, el panda gigante del Zoológico Nacional Smithsoniano.",
d996f8e1236aaecc0c8527662500fd0200cf3afe.3,"Fattal and Bauer have been held {as spies} for more than two years, after they apparently crossed an unmarked border between Iran and Iraq in July 2009.",Josh and Shane were held for being what ?,as spies,"Fattal y Bauer han sido retenidos {como espías} durante más de dos años, después de que aparentemente cruzaran una frontera sin marcar entre Irán e Irak en julio de 2009.",
008fe7b1213d06fbfe9fd7ebb04cf7dc2d824195.3,"As with the memory cards, one of the authorities' first goals will be to determine if these came from the plane being piloted by 74-year-old Jimmy Leeward. Countering earlier reports, Rosekind said on Sunday that Leeward did not send a ""{Mayday call},"" indicating he was in distress.",What did the pilot not send ?,Mayday call,"Al igual que con las tarjetas de memoria, uno de los primeros objetivos de las autoridades será determinar si estos provinieron del avión pilotado por Jimmy Leeward, de 74 años. Contrarrestando informes anteriores, Rosekind dijo el domingo que Leeward no envió una ""{llamada de Mayday}"", indicando que estaba en apuros.",
a5b7dbdb44d4d005c7214647f55d7898019bf9f9.6,"Fans spilled out of the exits at Canada Hockey Place after the medal ceremony, ""{clanging cowbells and screaming like madmen},"" according to Sports Illustrated's Luke Winn.",Are canadians clanging cowbells and screaming ?,clanging cowbells and screaming like madmen,"Los fans salieron de las salidas en Canada Hockey Place después de la ceremonia de medalla, ""{llamando cencerros y gritando como locos}"", según Luke Winn, de Sports Illustrated.",
05cb8aa8982022c5c8beee927163c614bf86f95b.8,"Almuhajir has turned up in the desolate scrubland, they say, to offer al Qaeda's help with famine relief. Photographs show him at what appears to be an aid camp that Al-Shabaab claims it has set up for victims of the famine. The recording says he is {delivering aid that al Qaeda had purportedly collected}, including food, clothing and $12,000 converted into Somali currency.",what was the recording about,delivering aid that al Qaeda had purportedly collected,"Almuhajir ha aparecido en el matorral desolado, dicen, para ofrecer la ayuda de Al Qaeda con el alivio de la hambruna.Las fotografías le muestran lo que parece ser un campo de ayuda que Al-Shabaab afirma haber establecido para las víctimas de la hambruna.La grabación dice que está {entregando ayuda que Al Qaeda supuestamente había recolectado}, incluyendo alimentos, ropa y $12,000 convertidos en moneda somalí.",
16604ed2399eeccbf47652a43ed2ea37aad28d04.8,An FDA panel has called for more studies on {how cold medicines affect children}.,what is more study sought for ?,how cold medicines affect children,Un panel de la FDA ha pedido más estudios sobre {cómo los medicamentos para el resfriado afectan a los niños}.,
7b93c08dea282cbb8fec007c41ea5bca32821329.5,NEW YORK (CNN) -- Iranian President {Mahmoud Ahmadinejad} said Thursday that he won't push to visit the site of the destroyed World Trade Center during his visit to the United Nations next week.,Who is the Iranian President ?,Mahmoud Ahmadinejad,NUEVA YORK (CNN) -- El presidente iraní {Mahmoud Ahmadinejad} dijo el jueves que no presionará para visitar el sitio del destruido World Trade Center durante su visita a las Naciones Unidas la próxima semana.,
c09342103be91dd0c3d05296b5895e8e30bed088.1,"One of the men {pardoned} is Charles Winters, who died almost 25 years ago. His son had worked on winning a presidential pardon for his dad, who had helped smuggle weapons to Jews fighting in what was then Palestine in the late 1940s.",What happened to one man 's life sentence ?,pardoned,"Uno de los hombres {perdonados} es Charles Winters, que murió hace casi 25 años. Su hijo había trabajado en la obtención de un indulto presidencial para su padre, que había ayudado a contrabando de armas a los judíos que luchaban en lo que era entonces Palestina a finales de 1940.",
9a0d14155b86e213894dc6af412b5ae6a3423e72.7,"All the men were killed by gunfire. The attackers then blew up the {checkpost} with explosives, the police official said.",What did the attackers blow up ?,checkpost,"Todos los hombres murieron a tiros y los atacantes hicieron explotar el {puesto de control} con explosivos, dijo el funcionario de policía.",
fc414216497fbc37258276f1ff9e64cceedf4225.6,"(CNN) -- {Jennifer Schuett} didn't know it, but the DNA of the man suspected of attacking her in 1990 was sitting in an FBI database for at least 13 years, just waiting for a connection to be made.",Who was raped ?,Jennifer Schuett,"(CNN) -- {Jennifer Schuett} no lo sabía, pero el ADN del hombre sospechoso de atacarla en 1990 estaba sentado en una base de datos del FBI durante al menos 13 años, esperando que se hiciera una conexión.",
af7116521155625b7b27a02b1b68d622fd3f6690.9,"On Friday, Chinese netizens {had set up a Web site memorial to} Jackson, and on Fanfou.com, China's version of Twitter, the pop star has become the most popular tag.",What did Chinese netizens do for a memorial for Jackson ?,had set up a Web site memorial to,"El viernes, los cibernautas chinos {habían creado un sitio web conmemorativo para} Jackson, y en Fanfou.com, la versión china de Twitter, la estrella del pop se ha convertido en la etiqueta más popular.",
2d6f5c53854701cd0e4db68352cf7b1acf676c72.8,"But {long-term improvement of water and sanitation} is critical, the agency said, and so is building new schools that are better able to withstand earthquakes.",What is critical ?,long-term improvement of water and sanitation,"Pero {la mejora a largo plazo del agua y el saneamiento} es fundamental, dijo la agencia, y también lo es la construcción de nuevas escuelas que sean más capaces de resistir los terremotos.",
fa447ba74dd72dcc0776ce5fae836df2f002d028.1,"The security breach happened about {5:20 p.m.} at Terminal C when a man walked through an exit on the public side to the secure ""sterile"" side for passengers who had cleared screening, according to the TSA.",what time did this event happen ?,5:20 p.m.,"La brecha de seguridad ocurrió alrededor de las {5:20 p.m.} en la Terminal C cuando un hombre caminó a través de una salida en el lado público al lado ""estéril"" seguro para los pasajeros que habían despejado la detección, de acuerdo con la TSA.",
