ID pregunta,Historia ingl�s,Pregunta ingl�s,Respuesta ingl�s,Historia espa�ol,
4fb2181d250a2c8092a374d430b23eac48de78d0.1,"Two years ago, he created {Braille strips as a system of orientation, allowing the blind to carry out breast examinations}.",What is the Discovering Hands program ?,"Braille strips as a system of orientation , allowing the blind to carry out breast examinations","Hace dos a�os, cre� {tiras de Braille como un sistema de orientaci�n, permitiendo a los ciegos realizarse ex�menes mamarios}.","Mala traducci�n. Los ciegos no realizan los estudios, se los realizan a ellos. "
79c6f628019520921805736031de8ed397e929ca.6,"{Arms} sales, as well as more frequent military exercises and exchanges, are seen as an important ways to cement ties between the two countries.",Sales of what are seen as a way of cementing relations between the U.S. and India ?,Arms,"Las ventas de {armas}, as� como los ejercicios e intercambios militares m�s frecuentes, se consideran una forma importante de consolidar los v�nculos entre los dos pa�ses.",
efac73b8b4144f8f756dbdb624633d3b04fa6273.8,Venezuela {on Monday} denied allegations that they gave the weapons to the guerrilla group.,Did Venezuela denied the allegations ?,on Monday,Venezuela neg� {el lunes} las acusaciones de que entregaran las armas al grupo guerrillero.,
1df84cc2f839efc1e159bf5da98ee2079238ff96.8,"The Celebrity Cruises ship Mercury departed Charleston, South Carolina, {February 15} and headed for the eastern Caribbean, according to a Celebrity Cruises statement. On the way, 419 of the 1,838 passengers fell ill, along with 27 of the 849 crew members, the cruise line said. The number of affected passengers increased from the 353 reported the day before.",What date did the cruise depart ?,February 15,"El buque Celebrity Cruises Mercury parti� de Charleston, Carolina del Sur, el {15 de febrero} y se dirigi� hacia el Caribe oriental, seg�n una declaraci�n de Celebrity Cruises. En el camino, 419 de los 1.838 pasajeros cayeron enfermos, junto con 27 de los 849 tripulantes, dijo la l�nea de cruceros. El n�mero de pasajeros afectados aument� de los 353 reportados el d�a anterior.",
f2bda43b846dd7a472bebe083584a5defb20e0b4.1,"If the PLN -- the Spanish acronym for the ruling National Liberation Party party -- wins, {Laura Chinchilla} would become the nation's first female president.",Who represents ruling National Liberation Party ?,Laura Chinchilla,"Si gana el PLN, el acr�nimo espa�ol del partido gobernante del Partido de Liberaci�n Nacional, {Laura Chinchilla} se convertir�a en la primera mujer presidenta del pa�s.",
83f6b50fb780342f3127ab15904aefd89667767b.3,"ST. BERNARD PARISH, Louisiana (CNN) -- This year, the anniversary of {Hurricane Katrina} will hold new meaning for Tina Caserta and her family.",What destroyed Tina Caserta 's home ?,Hurricane Katrina,"ST. BERNARD PARISH, Louisiana (CNN) -- Este a�o, el aniversario del {hurac�n Katrina} tendr� un nuevo significado para Tina Caserta y su familia.",
9f9b45487c3b948f43bbde9d374ec19874645eb7.8,(CNN) -- Wing Bryan Habana became South Africa's all-time leading try scorer on Thursday as the Springboks thrashed Namibia 87-0 at the Rugby World Cup in {New Zealand}.,Where was the Rugby World Cup ?,New Zealand,(CNN) -- Wing Bryan Habana se convirti� en el principal anotador de pruebas de Sud�frica el jueves cuando los Springboks golpearon Namibia 87-0 en la Copa Mundial de Rugby en {Nueva Zelanda}.,
7765eade8e3b413dedbdacaae94d03c21b610b24.4,"TEGUCIGALPA, Honduras (CNN) -- The head of the Organization of American States said Friday he has found no willingness among leaders of Honduras' interim government to return {President Jose Manuel Zelaya} to power.",Who vows to return ?,President Jose Manuel Zelaya,"TEGUCIGALPA, Honduras (CNN) -- El jefe de la Organizaci�n de los Estados Americanos dijo el viernes que no ha encontrado disposici�n entre los l�deres del gobierno interino de Honduras para devolver al poder al {presidente Jos� Manuel Zelaya}.",
2635a2ebf069c17ae005084b7ff66a255ffd3e23.3,{A longtime friend of the three Kings} predicted peace may be at hand for the squabbling siblings and that all of them want Steven Spielberg's studio to portray their father's life on the big screen.,Who is the source that says a resolution may be at hand ?,A longtime friend of the three Kings,{Un viejo amigo de los tres Reyes} predijo que la paz podr�a estar a la mano de los hermanos disputadores y que todos ellos quieren que el estudio de Steven Spielberg retrate la vida de su padre en la pantalla grande.,
c4b84237bb6b40f554bb98fa5f319329e8883695.7,"HARARE, Zimbabwe (CNN) -- {Zimbabwe President Robert Mugabe published a draft constitutional amendment} in the government gazette Saturday, paving the way for the power-sharing agreement reached after violence disrupted this year's presidential election.",what paved the way,Zimbabwe President Robert Mugabe published a draft constitutional amendment,"HARARE, Zimbabwe (CNN) - {El presidente de Zimbabwe, Robert Mugabe, public� el s�bado un proyecto de enmienda constitucional} en la gaceta del gobierno, allanando el camino para el acuerdo de reparto del poder alcanzado despu�s de que la violencia interrumpiera las elecciones presidenciales de este a�o.",Queda en el medio �el s�bado�.
28e35b68caf037877b527d723704215db796acf6.1,"Venus Williams knocks Anastasia Pavlyuchenkova out of the {Barclays Dubai Tennis Championships} on February 17, 2009.",Name of the event ?,Barclays Dubai Tennis Championships,Venus Williams noquea a Anastasia Pavlyuchenkova del {Barclays Dubai Tennis Championships} el 17 de febrero de 2009.,
b19cd54b37f95af9c9bcbb43389001f00446055b.8,"Interior Department Secretary Ken Salazar, during an appearance Wednesday before the House Committee on Natural Resources, said he was {trying to change the agency's culture and its structure}, which some critics say leads to mismanagement.",What does Ken Salazar say he is attempting to do ?,trying to change the agency 's culture and its structure,"El secretario del Departamento del Interior, Ken Salazar, durante una comparecencia el mi�rcoles ante el Comit� de Recursos Naturales de la C�mara, dijo que estaba {tratando de cambiar la cultura de la agencia y su estructura}, lo que algunos cr�ticos dicen conduce a la mala gesti�n.",
84cd4b4197022a9e65b7a697baef4a24c5580996.9,"The American visitor, {John Yettaw}, is charged with immigration violations and trespassing into a restrictive area, charges that carry a maximum sentence of five years in prison. Watch more on Suu Kyi's trial �",WHo was charged with trespassing ?,John Yettaw,"El visitante estadounidense, {John Yettaw}, es acusado de violaciones de inmigraci�n y allanamiento de una zona restrictiva, cargos que conllevan una pena m�xima de cinco a�os de prisi�n.",
5880bf760d795eed8cbcc314022b7550dd13d937.5,"{BETHLEHEM}, West Bank (CNN) -- Hundreds of Christians packed the Church of the Nativity on Thursday for a midnight Mass in what is thought to be the birthplace of Jesus Christ.",Where is Jesus thought to have been born ?,BETHLEHEM,"{BETHLEHEM}, Cisjordania (CNN) - Cientos de cristianos llenaron la Iglesia de la Natividad el jueves para una Misa de medianoche en lo que se cree que es el lugar de nacimiento de Jesucristo.",
50872fa30632af8f4c65fb9f952ea8e1b13043c9.8,"""{I believe that this arrangement will probably preserve the likelihood of continued momentum and progress},"" Gates said.",Did Gates say changes would probably preserve ... momentum and progress '' ?,I believe that this arrangement will probably preserve the likelihood of continued momentum and progress,"""{Creo que este arreglo probablemente preservar� la probabilidad de que contin�e el impulso y el progreso}"", dijo Gates.",
3f5ca95629547152142476f5cfa04557d7e69b50.6,Driverless pods {at airports},Where are the driverless pods being tested,at airports,C�psulas sin conductor {en los aeropuertos},
dbb60adc872e3ae5ddf637e45e671c8f850c678c.3,"Obama met with the commandant of the Coast Guard, Adm. Thad Allen; EPA administrator Lisa Jackson; Louisiana Gov. Bobby Jindal; and the presidents of several parish governments after arriving, White House spokesman Robert Gibbs said. {The president's} briefing included an update on the procedures being attempted to cap the well and the economic and environmental impact of the spill, Gibbs said.",who briefed on procedures ?,The president 's,"Obama se reuni� con el comandante de la Guardia Costera, el Almirante Thad Allen; la administradora de la EPA Lisa Jackson; el gobernador Bobby Jindal de Louisiana; y los presidentes de varios gobiernos parroquiales despu�s de llegar, dijo el portavoz de la Casa Blanca Robert Gibbs. La reuni�n informativa {del presidente} incluy� una actualizaci�n sobre los procedimientos que se est�n tratando de tapar el pozo y el impacto econ�mico y ambiental del derrame, dijo Gibbs.",
da65757d05c1d3c2be3d4229f7df20a07cb6a725.7,"The attacks also coincided with the resignation of the U.N. military commander in Congo, {Lt. Gen. Vicente Diaz de Villegas y Herreria}. A U.N. statement on Monday indicated he stepped down for ""personal reasons.""",What is the name of the resigning UN commander ?,Lt. Gen. Vicente Diaz de Villegas y Herreria,"Los ataques tambi�n coincidieron con la renuncia del comandante militar de la ONU en el Congo, el {Teniente General Vicente D�az de Villegas y Herreria}. Una declaraci�n de la ONU el lunes indic� que renunci� por ""razones personales"".",
6f95a187921b94549a5467b3d39a71089412e9d9.9,{The rebels} have been targets of a fierce government crackdown in the mountainous region of Peru.,Who are the government 's targets ?,The rebels,{Los rebeldes} han sido blanco de una feroz represi�n gubernamental en la regi�n monta�osa del Per�.,
b6ce014097146c5ce7da43661ed74320f2ef01a9.3,"Mary Richardson Kennedy was arrested {Saturday night} in Bedford, New York, a sergeant with the town's police department said.",When was the arrest made ?,Saturday night,"Mary Richardson Kennedy fue arrestada {el s�bado por la noche} en Bedford, Nueva York, dijo un sargento del departamento de polic�a de la ciudad.",
1bc39a84009d5020ffbb67ec405fedd87e1bafe9.9,"By the 1980s, nearly one in three turtles that nested on Matura Beach were killed. When the government asked for volunteers to help protect the endangered creatures, Baptiste and several others answered the call. In 1990, they started {Nature Seekers, one of Trinidad's first environmental groups}.",What promotes turtle conservation throughout the Caribbean ?,"Nature Seekers , one of Trinidad 's first environmental groups","En la d�cada de 1980, casi una de cada tres tortugas que anidaban en la playa de Matura fueron asesinadas.Cuando el gobierno pidi� voluntarios para ayudar a proteger a las criaturas en peligro de extinci�n, Baptiste y varios otros respondieron a la llamada.En 1990, comenzaron {Nature Seekers, uno de los primeros grupos ambientales de Trinidad}.",
762b1a25e465360f62cbe7cb6480e8845c3917ff.8,"(CNN) -- An Arkansas man suspected in a shooting that killed one soldier and wounded another at a Little Rock military recruiting center was {angry over the treatment of Muslims}, authorities said Tuesday.",what was the motives,angry over the treatment of Muslims,"(CNN) -- Un hombre de Arkansas sospechoso en un tiroteo que mat� a un soldado e hiri� a otro en un centro de reclutamiento militar de Little Rock estaba {enojado por el trato a los musulmanes}, dijeron las autoridades el martes.",
376b2696a59cbcda44023978b203626528121f26.7,"(CNN) -- CNN's Larry King talked with former President {Bill Clinton} on Tuesday night at the William Jefferson Clinton Center in Little Rock, Arkansas.",What is the name of the person being interviewed ?,Bill Clinton,"(CNN) -- Larry King de CNN habl� con el ex presidente {Bill Clinton} el martes por la noche en el William Jefferson Clinton Center en Little Rock, Arkansas.",
1e30085ad8913ec1bf9f859a25e02dbf2048f3f4.3,"{During the dance at the university's student center, a fire alarm was pulled at 12:26 a.m., campus police Maj. Ron Blicher told reporters}. More than 300 people who were attending the dance left the building and spilled out into the street. A fight broke out between two groups, and Howard and another person were stabbed, police said. Watch family, friends react to loss �",What do the police say ?,"During the dance at the university 's student center , a fire alarm was pulled at 12:26 a.m. , campus police Maj. Ron Blicher told reporters","{Durante el baile en el centro de estudiantes de la universidad, una alarma de incendio se dispar� a las 12:26 a.m., la polic�a del campus Maj. Ron Blicher dijo a los periodistas}. M�s de 300 personas que estaban asistiendo al baile salieron del edificio y se derramaron en la calle. Una pelea estall� entre dos grupos, y Howard y otra persona fueron apu�alados, dijo la polic�a.",Mala traducci�n. Maj. Es abreviatura de comandante. 
